"id","authors","title","doi"
"ZzoLZ","Sun, Y; Fuentes, LJ; Humphreys, GW; Sui, J","Try to see it my way: Embodied perspective enhances self and friend-biases in perceptual matching","http://doi.org/10.1016/j.cognition.2016.04.015"
"mFZMi","Twomey, KE; Chang, F; Ambridge, B","Lexical distributional cues, but not situational cues, are readily used to learn abstract locative verb-structure associations","http://doi.org/10.1016/j.cognition.2016.05.001"
"OvGDB","Chituc, V; Henne, P; Sinnott-Armstrong, W; De Brigard, F","Blame, not ability, impacts moral ""ought"" judgments for impossible actions: Toward an empirical refutation of ""ought"" implies ""can""","http://doi.org/10.1016/j.cognition.2016.01.013"
"ZraZw","Gothe, K; Oberauer, K; Kliegl, R","Eliminating dual-task costs by minimizing crosstalk between tasks: The role of modality and feature pairings","http://doi.org/10.1016/j.cognition.2016.02.003"
"bcehr","Arnold, G; Spence, C; Auvray, M","Taking someone else's spatial perspective: Natural stance or effortful decentring?","http://doi.org/10.1016/j.cognition.2015.12.006"
"zHVlv","Zhao, JY; Yu, RQ","Statistical regularities reduce perceived numerosity","http://doi.org/10.1016/j.cognition.2015.09.018"
"YrVlq","Johnston, AM; Mills, CM; Landrum, AR","How do children weigh competence and benevolence when deciding whom to trust?","http://doi.org/10.1016/j.cognition.2015.07.015"
"SEVdW","Stich, S; Tarzia, J","The pretense debate","http://doi.org/10.1016/j.cognition.2015.06.007"
"ZnBFp","Carr, K; Kendal, RL; Flynn, EG","Imitate or innovate? Children's innovation is influenced by the efficacy of observed behaviour","http://doi.org/10.1016/j.cognition.2015.05.005"
"JTKCn","Gonzales, K; Gerken, L; Gomez, RL","Does hearing two dialects at different times help infants learn dialect-specific rules?","http://doi.org/10.1016/j.cognition.2015.03.015"
"NDFJK","Kominsky, JF; Phillips, J; Gerstenberg, T; Lagnado, D; Knobe, J","Causal superseding","http://doi.org/10.1016/j.cognition.2015.01.013"
"fmtNr","Golan, H; Ert, E","Pricing decisions from experience: The roles of information-acquisition and response modes","http://doi.org/10.1016/j.cognition.2014.11.008"
"rVsFO","Scoboria, A; Talarico, JM; Pascal, L","Metamemory appraisals in autobiographical event recall","http://doi.org/10.1016/j.cognition.2014.11.028"
"ecDvS","Prather, RW","Numerical discrimination is mediated by neural coding variation","http://doi.org/10.1016/j.cognition.2014.08.003"
"NzIbY","Taylor, JET; Witt, JK","Altered attention for stimuli on the hands","http://doi.org/10.1016/j.cognition.2014.06.019"
"MwtWO","Zhou, P; Crain, S; Zhan, LK","Grammatical aspect and event recognition in children's online sentence comprehension","http://doi.org/10.1016/j.cognition.2014.06.018"
"jYfzx","Mayrhofer, R; Waldmann, MR","Indicators of causal agency in physical interactions: The role of the prior context","http://doi.org/10.1016/j.cognition.2014.05.013"
"IWqPj","Lucas, CG; Bridgers, S; Griffiths, TL; Gopnik, A","When children are better (or at least more open-minded) learners than adults: Developmental differences in learning the forms of causal relationships","http://doi.org/10.1016/j.cognition.2013.12.010"
"ZwIdH","Wnuk, E; Majid, A","Revisiting the limits of language: The odor lexicon of Maniq","http://doi.org/10.1016/j.cognition.2013.12.008"
"IefFE","Meins, E; Fernyhough, C; Harris-Waller, J","Is mind-mindedness trait-like or a quality of close relationships? Evidence from descriptions of significant others, famous people, and works of art","http://doi.org/10.1016/j.cognition.2013.11.009"
