"id","authors","title","doi"
"KteeD","Yoon, SO; Benjamin, AS; Brown-Schmidt, S","The historical context in conversation: Lexical differentiation and memory for the discourse history","http://doi.org/10.1016/j.cognition.2016.05.011"
"osyhJ","Yashar, A; Carrasco, M","Rapid and long-lasting learning of feature binding","http://doi.org/10.1016/j.cognition.2016.05.019"
"PDqah","Sims, CR","Rate-distortion theory and human perception","http://doi.org/10.1016/j.cognition.2016.03.020"
"mULFk","Tasimi, A; Wynn, K","Costly rejection of wrongdoers by infants and children","http://doi.org/10.1016/j.cognition.2016.03.004"
"MzLgX","Antoniou, K; Grohmann, KK; Kambanaros, M; Katsos, N","The effect of childhood bilectalism and multilingualism on executive control","http://doi.org/10.1016/j.cognition.2015.12.002"
"XYGZj","McEwan, S; Pesowski, ML; Friedman, O","Identical but not interchangeable: Preschoolers view owned objects as non-fungible","http://doi.org/10.1016/j.cognition.2015.09.011"
"GfLnH","van Elk, M; Rutjens, BT; van der Pligt, J","The development of the illusion of control and sense of agency in 7-to-12-year old children and adults","http://doi.org/10.1016/j.cognition.2015.08.004"
"KeKrF","Han, SW","Working memory contents revive the neglected, but suppress the inhibited","http://doi.org/10.1016/j.cognition.2015.08.012"
"juUVN","Gerken, L; Knight, S","Infants generalize from just (the right) four words","http://doi.org/10.1016/j.cognition.2015.04.018"
"hagBi","D'Angelo, MC; Humphreys, KR","Tip-of-the-tongue states reoccur because of implicit learning, but resolving them helps","http://doi.org/10.1016/j.cognition.2015.05.019"
"jlkxx","Leibfried, F; Grau-Moya, J; Braun, DA","Signaling equilibria in sensorimotor interactions","http://doi.org/10.1016/j.cognition.2015.03.008"
"WBLAf","Thelen, A; Talsma, D; Murray, MM","Single-trial multisensory memories affect later auditory and visual object discrimination","http://doi.org/10.1016/j.cognition.2015.02.003"
"CHDsX","Turri, A; Turri, J","The truth about lying","http://doi.org/10.1016/j.cognition.2015.01.007"
"TlhWh","Doherty, MJ; McIntyre, AH; Langton, SRH","Developmentally distinct gaze processing systems: Luminance versus geometric cues","http://doi.org/10.1016/j.cognition.2015.01.001"
"arjKZ","Kapnoula, EC; Packard, S; Gupta, P; McMurray, B","Immediate lexical integration of novel word forms","http://doi.org/10.1016/j.cognition.2014.09.007"
"ALFgd","Schilling, CJ; Storm, BC; Anderson, MC","Examining the costs and benefits of inhibition in memory retrieval","http://doi.org/10.1016/j.cognition.2014.07.003"
"WuRUQ","Gozli, DG; Moskowitz, JB; Pratt, J","Visual attention to features by associative learning","http://doi.org/10.1016/j.cognition.2014.07.014"
"cGupd","Koster-Hale, J; Bedny, M; Saxe, R","Thinking about seeing: Perceptual sources of knowledge are encoded in the theory of mind brain regions of sighted and blind adults","http://doi.org/10.1016/j.cognition.2014.04.006"
"tbDQb","Janczyk, M; Pfister, R; Hommel, B; Kunde, W","Who is talking in backward crosstalk? Disentangling response- from goal-conflict in dual-task performance","http://doi.org/10.1016/j.cognition.2014.03.001"
"bpJUC","Noguchi, T; Stewart, N","In the attraction, compromise, and similarity effects, alternatives are repeatedly compared in pairs on single dimensions","http://doi.org/10.1016/j.cognition.2014.03.006"
