"id","authors","title","doi"
"obGtF","De Havas, J; Ghosh, A; Gomi, H; Haggard, P","Voluntary motor commands reveal awareness and control of involuntary movement","http://doi.org/10.1016/j.cognition.2016.06.012"
"DfRWO","Sparks, S; Cunningham, SJ; Kritikos, A","Culture modulates implicit ownership-induced self-bias in memory","http://doi.org/10.1016/j.cognition.2016.05.003"
"wCLys","Frost, RLA; Monaghan, P","Simultaneous segmentation and generalisation of non-adjacent dependencies from continuous speech","http://doi.org/10.1016/j.cognition.2015.11.010"
"VkHdi","Thevenot, C; Barrouillet, P; Castel, C; Uittenhove, K","Ten-year-old children strategies in mental addition: A counting model account","http://doi.org/10.1016/j.cognition.2015.09.003"
"zHVlv","Zhao, JY; Yu, RQ","Statistical regularities reduce perceived numerosity","http://doi.org/10.1016/j.cognition.2015.09.018"
"iaFLb","Freudenthal, D; Pine, JM; Jones, G; Gobet, F","Simulating the cross-linguistic pattern of Optional Infinitive errors in children's declaratives and Wh- questions","http://doi.org/10.1016/j.cognition.2015.05.027"
"LNrgN","Verbruggen, F; Logan, GD","Evidence for capacity sharing when stopping","http://doi.org/10.1016/j.cognition.2015.05.014"
"cksxi","Mahr, T; McMillan, BTM; Saffran, JR; Weismer, SE; Edwards, J","Anticipatory coarticulation facilitates word recognition in toddlers","http://doi.org/10.1016/j.cognition.2015.05.009"
"pcvpW","Langus, A; Saksida, A; Braida, D; Martucci, R; Sala, M; Nespor, M","Spontaneous object and movement representations in 4-month-old human infants and albino Swiss mice","http://doi.org/10.1016/j.cognition.2014.12.010"
"GlktW","Peeters, D; Hagoort, P; Ozyurek, A","Electrophysiological evidence for the role of shared space in online comprehension of spatial demonstratives","http://doi.org/10.1016/j.cognition.2014.10.010"
"wfMNe","Bankieris, K; Simner, J","What is the link between synaesthesia and sound symbolism?","http://doi.org/10.1016/j.cognition.2014.11.013"
"OYDce","Juslin, P; Lindskog, M; Mayerhofer, B","Is there something special with probabilities? - Insight vs. computational ability in multiple risk combination","http://doi.org/10.1016/j.cognition.2014.11.041"
"wJwwf","Busemeyer, JR","Cognitive science contributions to decision science","http://doi.org/10.1016/j.cognition.2014.11.010"
"ALFgd","Schilling, CJ; Storm, BC; Anderson, MC","Examining the costs and benefits of inhibition in memory retrieval","http://doi.org/10.1016/j.cognition.2014.07.003"
"QfgHC","Gummerum, M; Chu, MT","Outcomes and intentions in children's, adolescents', and adults' second- and third-party punishment behavior","http://doi.org/10.1016/j.cognition.2014.06.001"
"GtinS","Baltazar, M; Hazem, N; Vilarem, E; Beaucousin, V; Picq, JL; Conty, L","Eye contact elicits bodily self-awareness in human adults","http://doi.org/10.1016/j.cognition.2014.06.009"
"wNhKX","Park, J; Brannon, EM","Improving arithmetic performance with number sense training: An investigation of underlying mechanism","http://doi.org/10.1016/j.cognition.2014.06.011"
"tvMjT","Joseph, HSSL; Wonnacott, E; Forbes, P; Nation, K","Becoming a written word: Eye movements reveal order of acquisition effects following incidental exposure to new words during silent reading","http://doi.org/10.1016/j.cognition.2014.06.015"
"baLia","Rochat, P; Robbins, E; Passos-Ferreira, C; Oliva, AD; Dias, MDG; Guo, LP","Ownership reasoning in children across cultures","http://doi.org/10.1016/j.cognition.2014.04.014"
"qQMTw","Cimpian, A; Petro, G","Building theory-based concepts: Four-year-olds preferentially seek explanations for features of kinds","http://doi.org/10.1016/j.cognition.2014.01.008"
