"id","authors","title","doi"
"NRwMf","Rajkumar, R; van Schijndel, M; White, M; Schuler, W","Investigating locality effects and surprisal in written English syntactic choice phenomena","http://doi.org/10.1016/j.cognition.2016.06.008"
"DRaKS","Bonin, TL; Trainor, LJ; Belyk, M; Andrews, PW","The source dilemma hypothesis: Perceptual uncertainty contributes to musical emotion","http://doi.org/10.1016/j.cognition.2016.05.021"
"veFJv","Desantis, A; Haggard, P","Action-outcome learning and prediction shape the window of simultaneity of audiovisual outcomes","http://doi.org/10.1016/j.cognition.2016.03.009"
"yQhvt","Heller, D; Parisien, C; Stevenson, S","Perspective-taking behavior as the probabilistic weighing of multiple domains","http://doi.org/10.1016/j.cognition.2015.12.008"
"zfmsN","Pettijohn, KA; Thompson, AN; Tamplin, AK; Krawietz, SA; Radvansky, GA","Event boundaries and memory improvement","http://doi.org/10.1016/j.cognition.2015.12.013"
"kxgUG","Ortells, JJ; Kiefer, M; Castillo, A; Megias, M; Morillas, A","The semantic origin of unconscious priming: Behavioral and event-related potential evidence during category congruency priming from strongly and weakly related masked words","http://doi.org/10.1016/j.cognition.2015.09.012"
"NABXD","Liu, HH; Liang, LJ; Dunlap, S; Fan, N; Chen, BG","The effect of domain-general inhibition-related training on language switching: An ERP study","http://doi.org/10.1016/j.cognition.2015.10.004"
"HgqUS","Cohn, N","A multimodal parallel architecture: A cognitive framework for multimodal interactions","http://doi.org/10.1016/j.cognition.2015.10.007"
"tcTzM","Grillo, N; Costa, J; Fernandes, B; Santi, A","Highs and Lows in English Attachment","http://doi.org/10.1016/j.cognition.2015.07.018"
"TehxV","Cunningham, AJ; Witton, C; Talcott, JB; Burgess, AP; Shapiro, LR","Deconstructing phonological tasks: The contribution of stimulus and response type to the prediction of early decoding skills","http://doi.org/10.1016/j.cognition.2015.06.013"
"vHhbv","Jonsson, ML; Hahn, U; Olsson, EJ","The kind of group you want to belong to: Effects of group structure on group accuracy","http://doi.org/10.1016/j.cognition.2015.04.013"
"ebmDS","Ferguson, HJ; Apperly, I; Ahmad, J; Bindemann, M; Cane, J","Task constraints distinguish perspective inferences from perspective use during discourse interpretation in a false belief task","http://doi.org/10.1016/j.cognition.2015.02.010"
"IIbDy","Hay, JB; Pierrehumbert, JB; Walker, AJ; LaShell, P","Tracking word frequency effects through 130 years of sound change","http://doi.org/10.1016/j.cognition.2015.02.012"
"PfJpn","Feiman, R; Carey, S; Cushman, F","Infants' representations of others' goals: Representing approach over avoidance","http://doi.org/10.1016/j.cognition.2014.10.007"
"YNOPE","Keil, FC","Developmental insights into mature cognition","http://doi.org/10.1016/j.cognition.2014.11.023"
"TtiBV","Hayes, BK; Hawkins, GE; Newell, BR; Pasqualino, M; Rehder, B","The role of causal models in multiple judgments under uncertainty","http://doi.org/10.1016/j.cognition.2014.08.011"
"zsjyB","Bouvet, L; Simard-Meilleur, AA; Paignon, A; Mottron, L; Donnadieu, S","Auditory local bias and reduced global interference in autism","http://doi.org/10.1016/j.cognition.2014.02.006"
"IucDF","van Stralen, HE; van Zandvoort, MJE; Hoppenbrouwers, SS; Vissers, LMG; Kappelle, LJ; Dijkerman, HC","Affective touch modulates the rubber hand illusion","http://doi.org/10.1016/j.cognition.2013.11.020"
"mqdQt","Denison, S; Xu, F","The origins of probabilistic inference in human infants","http://doi.org/10.1016/j.cognition.2013.12.001"
"tNDKE","Augustinova, M; Ferrand, L","Social priming of dyslexia and reduction of the Stroop effect: What component of the Stroop effect is actually reduced?","http://doi.org/10.1016/j.cognition.2013.11.014"
