"id","authors","title","doi"
"UAIUi","Ward, EJ; Bear, A; Scholl, BJ","Can you perceive ensembles without perceiving individuals?: The role of statistical perception in determining whether awareness overflows access","http://doi.org/10.1016/j.cognition.2016.01.010"
"NoMcC","Maister, L; Tsakiris, M","Intimate imitation: Automatic motor imitation in romantic relationships","http://doi.org/10.1016/j.cognition.2016.03.018"
"pyWON","Teubner-Rhodes, SE; Mishler, A; Corbett, R; Andreu, L; Sanz-Torrent, M; Trueswell, JC; Novick, JM","The effects of bilingualism on conflict monitoring, cognitive control, and garden-path recovery","http://doi.org/10.1016/j.cognition.2016.02.011"
"NfiRL","Garcia, AM; Ibanez, A","Hands typing what hands do: Action-semantic integration dynamics throughout written verb production","http://doi.org/10.1016/j.cognition.2016.01.011"
"blgkF","Liversedge, SP; Drieghe, D; Li, X; Yan, GL; Bai, XJ; Hyona, J","Universality in eye movements and reading: A trilingual investigation","http://doi.org/10.1016/j.cognition.2015.10.013"
"APzhL","Perez-Zapata, D; Slaughter, V; Henry, JD","Cultural effects on mindreading","http://doi.org/10.1016/j.cognition.2015.10.018"
"UznPb","Rigoli, F; Pezzulo, G; Dolan, RJ","Prospective and Pavlovian mechanisms in aversive behaviour","http://doi.org/10.1016/j.cognition.2015.10.017"
"tWxwk","Dautriche, I; Swingley, D; Christophe, A","Learning novel phonological neighbors: Syntactic category matters","http://doi.org/10.1016/j.cognition.2015.06.003"
"yhaFU","Gao, XQ; Maurer, D; Wilson, HR","The PCA learning effect: An emerging correlate of face memory during childhood","http://doi.org/10.1016/j.cognition.2015.06.011"
"NLTPm","der Nederlanden, CMV; Hannon, EE; Snyder, JS","Finding the music of speech: Musical knowledge influences pitch processing in speech","http://doi.org/10.1016/j.cognition.2015.06.015"
"SuAcJ","Roberts, G; Lewandowski, J; Galantucci, B","How communication changes when we cannot mime the world: Experimental evidence for the effect of iconicity on combinatoriality","http://doi.org/10.1016/j.cognition.2015.04.001"
"dBdAO","Bilson, S; Yoshida, H; Iran, CD; Woods, EA; Hills, TT","Semantic facilitation in bilingual first language acquisition","http://doi.org/10.1016/j.cognition.2015.03.013"
"FAQxR","Griffiths, TL","Revealing ontological commitments by magic","http://doi.org/10.1016/j.cognition.2014.10.019"
"hTAFE","Wasserman, EA; Brooks, DI; McMurray, B","Pigeons acquire multiple categories in parallel via associative learning: A parallel to human word learning?","http://doi.org/10.1016/j.cognition.2014.11.020"
"XdTQR","Futrell, R; Hickey, T; Lee, A; Lim, E; Luchkina, E; Gibson, E","Cross-linguistic gestures reflect typological universals: A subject-initial, verb-final bias in speakers of diverse languages","http://doi.org/10.1016/j.cognition.2014.11.022"
"LFBIH","Walker, CM; Lombrozo, T; Legare, CH; Gopnik, A","Explaining prompts children to privilege inductively rich properties","http://doi.org/10.1016/j.cognition.2014.07.008"
"lTpCj","Gweon, H; Pelton, H; Konopka, JA; Schulz, LE","Sins of omission: Children selectively explore when teachers are under-informative","http://doi.org/10.1016/j.cognition.2014.04.013"
"PPTYA","Dewey, JA; Pacherie, E; Knoblich, G","The phenomenology of controlling a moving object with another person","http://doi.org/10.1016/j.cognition.2014.05.002"
"ZIjjp","Fryer, L; Freeman, J; Pring, L","Touching words is not enough: How visual experience influences haptic-auditory associations in the ""Bouba-Kiki"" effect","http://doi.org/10.1016/j.cognition.2014.03.015"
"qZREr","Morrill, TH; Dilley, LC; McAuley, JD; Pitt, MA","Distal rhythm influences whether or not listeners hear a word in continuous speech: Support for a perceptual grouping hypothesis","http://doi.org/10.1016/j.cognition.2013.12.006"
