"id","authors","title","doi"
"sDcDq","Pesowski, ML; Denison, S; Friedman, O","Young children infer preferences from a single action, but not if it is constrained","http://doi.org/10.1016/j.cognition.2016.07.004"
"CLrZt","Elenbaas, L; Rizzo, MT; Cooley, S; Killen, M","Rectifying social inequalities in a resource allocation task","http://doi.org/10.1016/j.cognition.2016.07.002"
"KHczH","Chen, QR; Zhang, JJ; Xu, XD; Scheepers, C; Yang, YM; Tanenhaus, MK","Prosodic expectations in silent reading: ERP evidence from rhyme scheme and semantic congruence in classic Chinese poems","http://doi.org/10.1016/j.cognition.2016.05.007"
"rggwx","Vesper, C; Schmitz, L; Safra, L; Sebanz, N; Knoblich, G","The role of shared visual information for joint action coordination","http://doi.org/10.1016/j.cognition.2016.05.002"
"TMylQ","Kuhn, G; Rensink, RA","The Vanishing Ball Illusion: A new perspective on the perception of dynamic events","http://doi.org/10.1016/j.cognition.2015.12.003"
"WoZyv","Martin, JW; Cushman, F","Why we forgive what can't be controlled","http://doi.org/10.1016/j.cognition.2015.11.008"
"RzJyL","Cioffi, MC; Banissy, MJ; Moore, JW","Am I moving?' An illusion of agency and ownership in mirror-touch synaesthesia","http://doi.org/10.1016/j.cognition.2015.10.020"
"sZwOn","Jern, A; Kemp, C","A decision network account of reasoning about other people's choices","http://doi.org/10.1016/j.cognition.2015.05.006"
"mdUEF","Ranti, C; Chatham, CH; Badre, D","Parallel temporal dynamics in hierarchical cognitive control","http://doi.org/10.1016/j.cognition.2015.05.003"
"QwDLA","Gervais, WM","Override the controversy: Analytic thinking predicts endorsement of evolution","http://doi.org/10.1016/j.cognition.2015.05.011"
"qnUQk","Benton, CP; Skinner, AL","Deciding on race: A diffusion model analysis of race-categorisation","http://doi.org/10.1016/j.cognition.2015.02.011"
"BpBHQ","Intraub, H; Morelli, F; Gagnier, KM","Visual, haptic and bimodal scene perception: Evidence for a unitary representation","http://doi.org/10.1016/j.cognition.2015.01.010"
"Sdfss","Hart, W; Tullett, AM; Shreves, WB; Fetterman, Z","Fueling doubt and openness: Experiencing the unconscious, constructed nature of perception induces uncertainty and openness to change","http://doi.org/10.1016/j.cognition.2014.12.003"
"vgfos","McLean, C; Want, SC; Dyson, BJ","The role of similarity, sound and awareness in the appreciation of visual artwork via motor simulation","http://doi.org/10.1016/j.cognition.2015.01.002"
"PScpO","Hirose, Y; Mazuka, R","Predictive processing of novel compounds: Evidence from Japanese","http://doi.org/10.1016/j.cognition.2014.11.033"
"PQpBD","Fini, C; Brass, M; Committeri, G","Social scaling of extrapersonal space: Target objects are judged as closer when the reference frame is a human agent with available movement potentialities","http://doi.org/10.1016/j.cognition.2014.08.014"
"UyhqN","Willits, JA; Seidenberg, MS; Saffran, JR","Distributional structure in language: Contributions to noun-verb difficulty differences in infant word recognition","http://doi.org/10.1016/j.cognition.2014.05.004"
"mxGXx","Rabovsky, M; McRae, K","Simulating the N400 ERP component as semantic network error: Insights from a feature-based connectionist attractor model of word meaning","http://doi.org/10.1016/j.cognition.2014.03.010"
"AkIKb","Du, F; Zhang, K; Abrams, RA","Hold the future, let the past go: Attention prefers the features of future targets","http://doi.org/10.1016/j.cognition.2013.12.015"
"ZmBQw","Jarvstad, A; Hahn, U; Warren, PA; Rushton, SK","Are perceptuo-motor decisions really more optimal than cognitive decisions?","http://doi.org/10.1016/j.cognition.2013.09.009"
