"id","authors","title","doi"
"GYmpX","Fischer-Baum, S; Englebretson, R","Orthographic units in the absence of visual processing: Evidence from sublexical structure in braille","http://doi.org/10.1016/j.cognition.2016.03.021"
"HFVKE","Bhatia, S; Walasek, L","Event construal and temporal distance in natural language","http://doi.org/10.1016/j.cognition.2016.03.011"
"cBoRW","Surtees, A; Apperly, I; Samson, D","I've got your number: Spontaneous perspective-taking in an interactive task","http://doi.org/10.1016/j.cognition.2016.01.014"
"bPQsF","Miller, HE; Patterson, R; Simmering, VR","Language supports young children's use of spatial relations to remember locations","http://doi.org/10.1016/j.cognition.2016.02.006"
"hbmHn","Bowers, JS; Vankov, II; Damian, MF; Davis, CJ","Why do some neurons in cortex respond to information in a selective manner? Insights from artificial neural networks","http://doi.org/10.1016/j.cognition.2015.12.009"
"YNaAH","Mathieu, R; Gourjon, A; Couderc, A; Thevenot, C; Prado, J","Running the number line: Rapid shifts of attention in single-digit arithmetic","http://doi.org/10.1016/j.cognition.2015.10.002"
"PdJHW","Hudson, M; Nicholson, T; Ellis, R; Bach, P","I see what you say: Prior knowledge of other's goals automatically biases the perception of their actions","http://doi.org/10.1016/j.cognition.2015.09.021"
"XOWLN","Ferrara, K; Landau, B","Geometric and featural systems, separable and combined: Evidence from reorientation in people with Williams syndrome","http://doi.org/10.1016/j.cognition.2015.07.010"
"nqCFf","Soto, FA; Quintana, GR; Perez-Acosta, AM; Ponce, FP; Vogel, EH","Why are some dimensions integral? Testing two hypotheses through causal learning experiments","http://doi.org/10.1016/j.cognition.2015.07.001"
"TlBUg","Bottini, R; Crepaldi, D; Casasanto, D; Crollen, V; Collignon, O","Space and time in the sighted and blind","http://doi.org/10.1016/j.cognition.2015.04.004"
"XhPdo","Jarnefelt, E; Canfield, CF; Kelemen, D","The divided mind of a disbeliever: Intuitive beliefs about nature as purposefully created among different groups of non-religious adults","http://doi.org/10.1016/j.cognition.2015.02.005"
"YqvBr","Moeller, K; Shaki, S; Gobel, SM; Nuerk, HC","Language influences number processing - A quadrilingual study","http://doi.org/10.1016/j.cognition.2014.11.003"
"YhJWP","Matusz, PJ; Broadbent, H; Ferrari, J; Forrest, B; Merkley, R; Scerif, G","Multi-modal distraction: Insights from children's limited attention","http://doi.org/10.1016/j.cognition.2014.11.031"
"uqXzP","Kandel, S; Perret, C","How does the interaction between spelling and motor processes build up during writing acquisition?","http://doi.org/10.1016/j.cognition.2014.11.014"
"DSEvu","Glockner, A; Hilbig, BE; Jekel, M","What is adaptive about adaptive decision making? A parallel constraint satisfaction account","http://doi.org/10.1016/j.cognition.2014.08.017"
"tvMjT","Joseph, HSSL; Wonnacott, E; Forbes, P; Nation, K","Becoming a written word: Eye movements reveal order of acquisition effects following incidental exposure to new words during silent reading","http://doi.org/10.1016/j.cognition.2014.06.015"
"WAyCI","Rat-Fischer, L; O'Regan, JK; Fagard, J","Comparison of active and purely visual performance in a multiple-string means-end task in infants","http://doi.org/10.1016/j.cognition.2014.06.005"
"wdAJp","Tooley, KM; Bock, K","On the parity of structural persistence in language production and comprehension","http://doi.org/10.1016/j.cognition.2014.04.002"
"qQMTw","Cimpian, A; Petro, G","Building theory-based concepts: Four-year-olds preferentially seek explanations for features of kinds","http://doi.org/10.1016/j.cognition.2014.01.008"
"CNVtf","Addessi, E; Bellagamba, F; Delfino, A; De Petrillo, F; Focaroli, V; Macchitella, L; Maggiorelli, V; Pace, B; Pecora, G; Rossi, S; Sbaffi, A; Tasselli, MI; Paglieri, F","Waiting by mistake: Symbolic representation of rewards modulates intertemporal choice in capuchin monkeys, preschool children and adult humans","http://doi.org/10.1016/j.cognition.2013.11.019"
