"id","authors","title","doi"
"DFXWG","Le Bars, S; Hsu, YF; Waszak, F","The impact of subliminal effect images in voluntary vs. stimulus-driven actions","http://doi.org/10.1016/j.cognition.2016.07.005"
"SfqUs","Gong, XM; Xiao, HR; Wang, DH","Emotional valence of stimuli modulates false recognition: Using a modified version of the simplified conjoint recognition paradigm","http://doi.org/10.1016/j.cognition.2016.08.002"
"BaDuq","Unger, K; Ackerman, L; Chatham, CH; Amso, D; Badre, D","Working memory gating mechanisms explain developmental change in rule-guided behavior","http://doi.org/10.1016/j.cognition.2016.05.020"
"PgCSk","Lewis, ML; Frank, MC","The length of words reflects their conceptual complexity","http://doi.org/10.1016/j.cognition.2016.04.003"
"BWEDy","Lopez-Barroso, D; Cucurell, D; Rodriguez-Fornells, A; de Diego-Balaguer, R","Attentional effects on rule extraction and consolidation from speech","http://doi.org/10.1016/j.cognition.2016.03.016"
"pwaQT","Floccia, C; Keren-Portnoy, T; DePaolis, R; Duffy, H; Delle Luche, C; Durrant, S; White, L; Goslin, J; Vihman, M","British English infants segment words only with exaggerated infant-directed speech stimuli","http://doi.org/10.1016/j.cognition.2015.12.004"
"vuHLF","Fitousi, D","Comparing the role of selective and divided attention in the composite face effect: Insights from Attention Operating Characteristic (AOC) plots and cross-contingency correlations","http://doi.org/10.1016/j.cognition.2015.12.012"
"nmPbr","Keupp, S; Bancken, C; Schillmoller, J; Rakoczy, H; Behne, T","Rational over-imitation: Preschoolers consider material costs and copy causally irrelevant actions selectively","http://doi.org/10.1016/j.cognition.2015.11.007"
"YgNmV","Myers, J","Knowing Chinese character grammar","http://doi.org/10.1016/j.cognition.2015.11.012"
"LNrgN","Verbruggen, F; Logan, GD","Evidence for capacity sharing when stopping","http://doi.org/10.1016/j.cognition.2015.05.014"
"KhSgg","Kim, CS; Gunlogson, C; Tanenhaus, MK; Runner, JT","Context-driven expectations about focus alternatives","http://doi.org/10.1016/j.cognition.2015.02.009"
"UvTyI","Soto, FA; Ashby, FG","Categorization training increases the perceptual separability of novel dimensions","http://doi.org/10.1016/j.cognition.2015.02.006"
"xrVsp","Karsh, N; Eitam, B","I control therefore I do: Judgments of agency influence action selection","http://doi.org/10.1016/j.cognition.2015.02.002"
"iacnO","Gobel, MS; Kim, HS; Richardson, DC","The dual function of social gaze","http://doi.org/10.1016/j.cognition.2014.11.040"
"DqNXf","Goldstone, RL; de Leeuw, JR; Landy, DH","Fitting perception in and to cognition","http://doi.org/10.1016/j.cognition.2014.11.027"
"KfQGx","Bartels, DM; Johnson, EJ","Connecting cognition and consumer choice","http://doi.org/10.1016/j.cognition.2014.11.024"
"dlHGQ","Capizzi, M; Correa, A; Wojtowicz, A; Rafal, RD","Foreperiod priming in temporal preparation: Testing current models of sequential effects","http://doi.org/10.1016/j.cognition.2014.09.002"
"VvDXv","Caparos, S; Fortier-St-Pierre, S; Gosselin, J; Blanchette, I; Brisson, B","The tree to the left, the forest to the right: Political attitude and perceptual bias","http://doi.org/10.1016/j.cognition.2014.10.006"
"myNru","Bush, WS; Vecera, SP","Differential effect of one versus two hands on visual processing","http://doi.org/10.1016/j.cognition.2014.06.014"
"pLjgx","Zeigenfuse, MD; Pleskac, TJ; Liu, TS","Rapid decisions from experience","http://doi.org/10.1016/j.cognition.2013.12.012"
