"id","authors","title","doi"
"SFBil","Michael, J; Sebanz, N; Knoblich, G","Observing joint action: Coordination creates commitment","http://doi.org/10.1016/j.cognition.2016.08.024"
"edskF","Havy, M; Waxman, SR","Naming influences 9-month-olds' identification of discrete categories along a perceptual continuum","http://doi.org/10.1016/j.cognition.2016.07.011"
"UnOEK","Fornaciai, M; Cicchini, GM; Burr, DC","Adaptation to number operates on perceived rather than physical numerosity","http://doi.org/10.1016/j.cognition.2016.03.006"
"DvcDF","Folke, T; Ouzia, J; Bright, P; De Martino, B; Filippi, R","A bilingual disadvantage in metacognitive processing","http://doi.org/10.1016/j.cognition.2016.02.008"
"KNICM","Soley, G; Spelke, ES","Shared cultural knowledge: Effects of music on young children's social preferences","http://doi.org/10.1016/j.cognition.2015.09.017"
"aaMlI","Christensen, P; Fusaroli, R; Tylen, K","Environmental constraints shaping constituent order in emerging communication systems: Structural iconicity, interactive alignment and conventionalization","http://doi.org/10.1016/j.cognition.2015.09.004"
"avKDB","Rabovsky, M; Schad, DJ; Rahman, RA","Language production is facilitated by semantic richness but inhibited by semantic density: Evidence from picture naming","http://doi.org/10.1016/j.cognition.2015.09.016"
"BUSJl","Kapitany, R; Nielsen, M","Adopting the ritual stance: The role of opacity and context in ritual and everyday actions","http://doi.org/10.1016/j.cognition.2015.08.002"
"OliNK","Jones, G; Macken, B","Questioning short-term memory and its measurement: Why digit span measures long-term associative learning","http://doi.org/10.1016/j.cognition.2015.07.009"
"AYafe","Giezen, MR; Blumenfeld, HK; Shook, A; Marian, V; Emmorey, K","Parallel language activation and inhibitory control in bimodal bilinguals","http://doi.org/10.1016/j.cognition.2015.04.009"
"RNSjf","Chassy, P; Gobet, F","Risk taking in adversarial situations: Civilization differences in chess experts","http://doi.org/10.1016/j.cognition.2015.04.008"
"BHFWq","Garvin, LE; Woodward, AL","Verbal framing of statistical evidence drives children's preference inferences","http://doi.org/10.1016/j.cognition.2015.01.011"
"Wbnqn","Vega-Mendoza, M; West, H; Sorace, A; Bak, TH","The impact of late, non-balanced bilingualism on cognitive performance","http://doi.org/10.1016/j.cognition.2014.12.008"
"sizeG","Tatone, D; Geraci, A; Csibra, G","Giving and taking: Representational building blocks of active resource-transfer events in human infants","http://doi.org/10.1016/j.cognition.2014.12.007"
"bRQBz","Kreiner, H; Degani, T","Tip-of-the-tongue in a second language: The effects of brief first-language exposure and long-term use","http://doi.org/10.1016/j.cognition.2014.12.011"
"cuVTn","Pylkkanen, L; Bemis, DK; Elorrieta, EB","Building phrases in language production: An MEG study of simple composition","http://doi.org/10.1016/j.cognition.2014.07.001"
"zuuVy","Lench, HC; Smallman, R; Darbor, KE; Bench, SW","Motivated perception of probabilistic information","http://doi.org/10.1016/j.cognition.2014.08.001"
"wlifs","Mata, A; Schubert, AL; Ferreira, MB","The role of language comprehension in reasoning: How ""good-enough"" representations induce biases","http://doi.org/10.1016/j.cognition.2014.07.011"
"XAGkk","Calvo, A; Bialystok, E","Independent effects of bilingualism and socioeconomic status on language ability and executive functioning","http://doi.org/10.1016/j.cognition.2013.11.015"
"hKEto","Blanchard, TC; Wolfe, LS; Vlaev, I; Winston, JS; Hayden, BY","Biases in preferences for sequences of outcomes in monkeys","http://doi.org/10.1016/j.cognition.2013.11.012"
