"id","authors","title","doi"
"BCzxK","Newman, GE; Smith, RK","The need to belong motivates demand for authentic objects","http://doi.org/10.1016/j.cognition.2016.08.006"
"qfOCR","Zhu, ZJ; Wang, YY; Cao, ZJ; Chen, BQ; Cai, HQ; Wu, YH; Rao, Y","Cue-independent memory impairment by reactivation-coupled interference in human declarative memory","http://doi.org/10.1016/j.cognition.2016.06.015"
"WGFrL","Nishibayashi, LL; Nazzi, T","Vowels, then consonants: Early bias switch in recognizing segmented word forms","http://doi.org/10.1016/j.cognition.2016.07.003"
"VkHdi","Thevenot, C; Barrouillet, P; Castel, C; Uittenhove, K","Ten-year-old children strategies in mental addition: A counting model account","http://doi.org/10.1016/j.cognition.2015.09.003"
"wbauU","Ferguson, B; Waxman, SR","What the [beep]? Six-month-olds link novel communicative signals to meaning","http://doi.org/10.1016/j.cognition.2015.09.020"
"msAkG","Faber, M; Gennari, SP","In search of lost time: Reconstructing the unfolding of events from memory","http://doi.org/10.1016/j.cognition.2015.06.014"
"SBzVV","Beran, MJ; Perdue, BM; Futch, SE; Smith, JD; Evans, TA; Parrish, AE","Go when you know: Chimpanzees' confidence movements reflect their responses in a computerized memory task","http://doi.org/10.1016/j.cognition.2015.05.023"
"aPexS","Douven, I; Schupbach, JN","The role of explanatory considerations in updating","http://doi.org/10.1016/j.cognition.2015.04.017"
"IAKpm","Kleiman, T; Sher, N; Elster, A; Mayo, R","Accessibility is a matter of trust: Dispositional and contextual distrust blocks accessibility effects","http://doi.org/10.1016/j.cognition.2015.06.001"
"fRsBU","Bardi, L; Di Giorgio, E; Lunghi, M; Troje, NF; Simion, F","Walking direction triggers visuo-spatial orienting in 6-month-old infants and adults: An eye tracking study","http://doi.org/10.1016/j.cognition.2015.04.014"
"AfMSi","Millroth, P; Juslin, P","Prospect evaluation as a function of numeracy and probability denominator","http://doi.org/10.1016/j.cognition.2015.01.014"
"nhpcM","Wojcik, EH; Saffran, JR","Toddlers encode similarities among novel words from meaningful sentences","http://doi.org/10.1016/j.cognition.2015.01.015"
"GYZpM","Bradford, EEF; Jentzsch, I; Gomez, JC","From self to social cognition: Theory of Mind mechanisms and their relation to Executive Functioning","http://doi.org/10.1016/j.cognition.2015.02.001"
"NrnMv","Kushnir, T; Gopnik, A; Chernyak, N; Seiver, E; Wellman, HM","Developing intuitions about free will between ages four and six","http://doi.org/10.1016/j.cognition.2015.01.003"
"gaIBC","Odic, D; Le Corre, M; Halberda, J","Children's mappings between number words and the approximate number system","http://doi.org/10.1016/j.cognition.2015.01.008"
"GZBWu","Andres, M; Finocchiaro, C; Buiatti, M; Piazza, M","Contribution of motor representations to action verb processing","http://doi.org/10.1016/j.cognition.2014.10.004"
"ynhFr","Drucker, CB; Brannon, EM","Rhesus monkeys (Macaca mulatta) map number onto space","http://doi.org/10.1016/j.cognition.2014.03.011"
"QDSzz","McGeown, SP; Gray, EA; Robinson, JL; Dewhurst, SA","What factors underlie children's susceptibility to semantic and phonological false memories? Investigating the roles of language skills and auditory short-term memory","http://doi.org/10.1016/j.cognition.2014.02.005"
"DVUAY","Faivre, N; Koch, C","Temporal structure coding with and without awareness","http://doi.org/10.1016/j.cognition.2014.02.008"
"Hyrbr","Ferguson, B; Graf, E; Waxman, SR","Infants use known verbs to learn novel nouns: Evidence from 15-and 19-month-olds","http://doi.org/10.1016/j.cognition.2013.12.014"
